trackName,artistName,msPlayed
Comfortable,Mick Jenkins,259484
UP,EARTHGANG,259390
"Cigarette (Feat. Tablo, MISO)",offonoff,259367
Shine All Gold,The Underachievers,259146
Homicide (feat. Eminem),Logic,258949
Playing for You,Joe Hertz,258895
The Festival (feat. Little Dragon),Mac Miller,258628
Drop,G-Eazy,258348
Liquor Locker,Vic Mensa,258120
White Iverson,Post Malone,257969
BLACK BALLOONS | 13LACK 13ALLOONZ - JerriousB Remix,Denzel Curry,257841
Under,The Prototypes,257828
Caught Up (feat. Khalid),Majid Jordan,257742
Breakn' a Sweat,Skrillex,257408
hand crushed by a mallet,100 gecs,257396
Ha Trang,Tuấn Ngọc,256828
Ride Wit Me (feat. Bun B & Pimp C),Big K.R.I.T.,256616
Pain,Jaden,256560
Maker,Big Wild,256468
Dark Knight Dummo,Trippie Redd,256416
Good Bad,Ella Mai,256326
The Document Speaks for Itself,A Day To Remember,256139
Bed Peace,Jhene Aiko,256080
Relationship (feat. Future),Young Thug,255946
Conga,Gloria Estefan,255760
Don't Tell 'Em,Jeremih,255530
BREAKFAST,BROCKHAMPTON,255127
Another Day in Paradise,Quinn XCII,255000
Dirty Mind,Prince,254866
10 Bands,Drake,254657
Darling Nikki,Prince,254493
Yamborghini High,A$AP Mob,254265
DNA.,Kendrick Lamar,254252
Pizzazz,Yung Gravy,254195
Sintra,Flume,254036
Take It Away - Instrumental,RL Grime,254022
Brick by Boring Brick,Paramore,253946
Void,Pouya,253772
Ttktv,Injury Reserve,253580
GOD.,Kendrick Lamar,253572
Super Rich Kids,Frank Ocean,253432
raingurl,Yaeji,253344
Rock You Like A Hurricane,Scorpions,252493
Perfect Love,LOOΠΔ,252060
Blessings,Big Sean,252040
Wavy (Interlude) (feat. James Fauntleroy),SZA,252004
Forgot About Dre,Dr. Dre,251994
Close,Ella Mai,251990
Look Mama I Did It,Injury Reserve,251599
Gotta Go - Old School Version,Go2,251558
Palmolive (feat. Pusha T & Killer Mike),Freddie Gibbs,251557
Do You Remember,Chance the Rapper,251203
High With Me,Seezyn,251186
G35,YGTUT,251003
AMY'S GRAVE,Aries,250881
When You're Gone,Avril Lavigne,250849
Church,Alison Wonderland,250742
Eternal,Chance the Rapper,250676
Everlong,Foo Fighters,250546
CrasH,ScHoolboy Q,250446
Lucy In The Sky With Diamonds,The Beatles,250434
Feels So Good,A$AP Mob,250392
Cliffs Of Dover - Instrumental,Eric Johnson,249767
That's Why I Love You (feat. Sabrina Claudio),SiR,249678
Runway J,Death Grips,249661
Taking A Walk,Trippie Redd,249478
Good Things Fall Apart (with Jon Bellion),ILLENIUM,249471
Monster,Lady Gaga,249266
Dan Bilzerian,T-Pain,249066
TEETH,BROCKHAMPTON,248863
Ghost,Neutral Milk Hotel,248573
PALACE,BROCKHAMPTON,248555
Adam's Song,blink-182,248420
If It Means a Lot to You,A Day To Remember,248358
"Hello, Goodbye (feat. Heather Sommer)",ARMNHMR,248275
Yonkers,"Tyler, The Creator",248121
Birdland,Weather Report,248120
Memories That You Call (feat. Monsoonsiren),ODESZA,248000
Brandon,Rico Nasty,247923
Sundays,Aminé,247773
4 Wings,Tierra Whack,247678
48,"Tyler, The Creator",247293
HONEY,BROCKHAMPTON,247195
I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,247160
Choppa Won't Miss (feat. Young Thug),Playboi Carti,247003
Perpetual War,Pissgrave,246907
guidance,Travis Scott,246766
Fancy,Drake,246422
Peek A Boo,Lil Yachty,246325
Duel Of The Iron Mic,GZA,246226
No Mistakes,Kanye West,246080
Blow,Atreyu,245898
Cater 2 U,Destiny's Child,245400
Pay the Man - Remix,Foster The People,245280
Stricken,Disturbed,245226
The Motion,Drake,245226
Controlla,Drake,245226
Eye of the Tiger,Survivor,245096
My Curse,Killswitch Engage,244773
Boom (X3),Injury Reserve,244711
Epilation Joy,Uboa,244687
Make You Feel,Alina Baraz,244490
T-RRex - Extended,Maximum Power,244443
Fantastic,Flume,244357
Cities On Flame with Rock and Roll,Blue Öyster Cult,244172
Monsters,Matchbook Romance,243746
Me & You ◑,HONNE,243600
Begin - Recorded at Spotify Studios NYC,Shallou,242587
My Happy Ending,Avril Lavigne,242413
Don't Let Me Down (feat. Khalid),Sabrina Claudio,242006
Slow Dancing in a Burning Room,John Mayer,242000
Just Dance,Lady Gaga,241933
Teenage Dirtbag,Wheatus,241840
Midnight,Logic,241426
Talk REMIX,Khalid,241262
BOOMBAYAH,BLACKPINK,240848
Magnus Carlsen (feat. Anderson .Paak),The Game,240713
Waze,Tierra Whack,240704
Gangsta's Paradise,Coolio,240693
Closer,The Chainsmokers,240617
Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Megan Thee Stallion,240410
No Promises (feat. Demi Lovato),Cheat Codes,239877
Soon,Mac Ayres,239708
Soft Porn,Mick Jenkins,239495
Holiday / Boulevard of Broken Dreams,Green Day,239357
No More (feat. NIKI),Higher Brothers,239028
Hopes & Dreams,Wiz Khalifa,238933
Say It,Tory Lanez,237786
Call It Karma,Silverstein,237563
Zombie (feat. Rich Brian),Higher Brothers,237497
Poker Face,Lady Gaga,237213
Line Of Sight (feat. WYNNE & Mansionair),ODESZA,237140
I Wanna Give Up,Mac Ayres,237018
Learn to Fly,Foo Fighters,236732
Waves,Kanye West,236650
Until the Day I Die,Story Of The Year,236616
Never Call Me (feat. YG) - Remix,Jhene Aiko,236483
Berlin,Blood Orange,236434
Wyclef Jean,Young Thug,236293
X (feat. Future),21 Savage,236273
Angels,A$AP Rocky,236229
A Lot's Gonna Change,Weyes Blood,236157
FML,Kanye West,236120
New Romantics,Taylor Swift,236048
Killing In The Name,Rage Against The Machine,235937
Ur,SZA,235769
Go! (feat. Mai Lan),M83,235733
Love Love Love,Fastway,235632
Chasing Faith,The Underachievers,235336
Hold On (with Georgia Ku),ILLENIUM,235263
Somebody Else,Sik-K,234883
So Happy I Could Die,Lady Gaga,234853
Story of My Life,Social Distortion,234830
Just Da Other Day,JID,234734
Getcha Roll on (feat. Tory Lanez),T-Pain,234721
Energy (with A$AP Rocky & Sabrina Claudio) (feat. Sabrina Claudio) - Sonny Fodera Remix,BURNS,234444
Ok Alright (feat. ScHoolboy Q),Travis Scott,234381
Take Me with U,Prince,234133
Real Love - Anthology 2 Version,The Beatles,234053
Mob Ties,Drake,233939
Legendary Heart - Eurobeat Version,Hotblade,233799
Over,Drake,233560
Becoming the Bull,Atreyu,233378
Hurt - NGHTMRE Remix,Oliver Tree,233336
Chief Forever,Denzel Curry,232629
Father Stretch My Hands Pt. 1,Kanye West,232498
Used To,Drake,232383
All Your Fault,Big Sean,232263
"Far Away (feat. Kirk Knight, Meechy Darko, Erick The Architect & Nyck Caution)",Beast Coast,232243
Hero / Heroine,Boys Like Girls,232240
Style,Taylor Swift,232193
Drift,Choker,232087
Fresh Static Snow,Porter Robinson,231512
The Strip,MED,231413
favOriTe,LOOΠΔ,231041
Do Not Disturb,Mahalia,230560
Your Guardian Angel,The Red Jumpsuit Apparatus,230487
Silent Track,Mike Vargas,230197
Miss You,Mura Masa,230180
PRIDE.,Kendrick Lamar,229992
Superstar (feat. Matthew Santos),Lupe Fiasco,229779
Never Been,Logic,229763
Electric Feel,MGMT,229640
Old Money,Playboi Carti,229369
PASS OUT (feat. 21 Savage),Quavo,229349
Ladders,Mac Miller,229349
BULLETPROOF SHOWER CAP,Pouya,229142
"Sugar, We're Goin Down",Fall Out Boy,229093
Keep on Slippin (feat. Vic Mensa),Injury Reserve,229040
FEEL.,Kendrick Lamar,228869
Hell Of A Night,ScHoolboy Q,228674
California,Saba,228449
"For a Pessimist, I'm Pretty Optimistic",Paramore,228293
Dylan Thomas,Better Oblivion Community Center,228289
Skrt On Me,Calvin Harris,228266
Truth,Shallou,228162
Late Night,ODESZA,228154
Hope You’re Happy,Emeryld,228120
Adore,Cashmere Cat,228011
"You Be Tails, I'll Be Sonic",A Day To Remember,227893
2nd Hand,$uicideBoy$,227872
"Moon, 12:04am",offonoff,227826
Circus,Felly,227813
Miami,Felly,227729
Wet Dreamz - Live,J. Cole,227642
Five Minutes to Midnight,Boys Like Girls,227360
Press,Cardi B,227351
Newsflash!,NIKI,227119
JoHn Muir,ScHoolboy Q,227119
Belong to You,Sabrina Claudio,226831
Dying To Tell You,Felly,226590
Family Matters (feat. Arin Ray),YBN Cordae,226135
And July (feat. DEAN & DJ Friz),HEIZE,226128
Selfish,Little Simz,226096
Memory,Sugarcult,226080
There x2,Slushii,225954
Mad,Ne-Yo,225930
Freelance,Toro y Moi,225893
Alien Boy,Oliver Tree,225880
Another Song About the Weekend,A Day To Remember,225653
Wolves,Kanye West,225400
I Might Vote 4 Donald Trump,JPEGMAFIA,224953
XanaX Damage,Future,224833
Forget Me Not Feat. CoMa,Coma,224827
Girlfriend,Avril Lavigne,224670
COFFEE BEAN,Travis Scott,224621
Still Got It,Tyga,224506
Dark Fantasy,Kanye West,224456
Eden,Zac Flewids,224347
444+222,Lil Uzi Vert,224322
Real Friends,Kanye West,224321
Fake Names,Freddie Gibbs,224200
letter 2 my momma,21 Savage,224179
OOPS,Lil Yachty,223888
Yada Yada,Anderson .Paak,223608
September,"Earth, Wind & Fire",223464
Hella Fun (feat. Jay Anthony),P-Lo,223262
No Friend,Paramore,223190
K.R.I.T. HERE,Big K.R.I.T.,222916
Miss Independent,Ne-Yo,222827
Everybody,Logic,222738
Who Shot Me?,YG,222607
Overtime,Big Sean,222596
Mr. Brightside,The Killers,222586
MILK,BROCKHAMPTON,222338
The Fame,Lady Gaga,222120
Down to Earth,UMI,221873
Love Cherry Motion,LOOΠΔ,221847
Colors,Injury Reserve,221426
Takin' Shots,Post Malone,221352
Satellite,LOOΠΔ,221253
Venice Venture,Big Wild,220865
What the Hell,Avril Lavigne,220706
Teeth,Lady Gaga,220693
Telephone,Lady Gaga,220626
Helicopter,Bloc Party,220573
Cudi Zone,Kid Cudi,220548
Undead,Hollywood Undead,220422
Goodbye To A World,Porter Robinson,220174
"Check Yes, Juliet",We The Kings,220146
Astrothunder,Justice Der,220055
Picnic,Bolbbalgan4,219976
Who Do You Love?,YG,219731
Understood,Mick Jenkins,219713
Obamacare,Quelle Chris,219500
Ni**as In Paris,JAY Z,219269
Red Rubies,88rising,219199
Imperium,Madeon,219059
Bet,Mereba,218715
Nonstop,Drake,218557
Watch (feat. Lil Uzi Vert & Kanye West),Travis Scott,218464
Summertime - Live,Mac Ayres,218178
Thanksgiving,YBN Cordae,218107
Only One,Yellowcard,218017
Sun In Our Eyes,MØ,217932
Blasé (feat. Future & Rae Sremmurd) - Louis the Child Remix,Ty Dolla $ign,217823
Slater,"Tyler, The Creator",217797
Boo'd Up (with Nicki Minaj & Quavo) - Remix,Ella Mai,217482
Something,Escape the Fate,217293
Guillotine,Death Grips,217094
Be My Baby,Ariana Grande,217053
All I Want,A Day To Remember,216953
Potato Salad,"Tyler, The Creator",216888
Midas Touch,Zacari,216516
LoveGame,Lady Gaga,216346
Soundtrack 2 My Life,Kid Cudi,216320
Heal,So Much Light,216205
Situationship,Snoh Aalegra,215293
Bangarang (feat. Sirah),Skrillex,215253
like that,Bea Miller,214519
Shooter,clipping.,214308
Plug Walk,Rich The Kid,214171
Bang Your Line (feat. Ty Dolla $ign),ELHAE,214073
Rocketeer,Far East Movement,213908
Charlene,Yung Gravy,213829
Are You Gonna Be My Girl,Jet,213800
My Life for Hire,A Day To Remember,213800
Gabby,The Internet,213478
On My Mind (Acoustic),Preditah,213416
Anita,Smino,213194
1942,G-Eazy,213080
The Flood,Escape the Fate,213026
TT,TWICE,212990
Alley Oop,Yung Gravy,212976
I Want You Around,Snoh Aalegra,212787
One I Want (feat. PARTYNEXTDOOR),Majid Jordan,212546
Baby Scale (with Yung Gleesh) - Bonus Track,IDK,212382
Chaos,Rich Brian,212031
Loner,Kali Uchis,212000
COMMANDO (feat. G-Eazy),Logic,211933
Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,211920
sdp interlude,Travis Scott,211751
North Nights,slowthai,211640
Big Drank,Megan Thee Stallion,211589
Milk & Coffee,NoMBe,211239
break da law,21 Savage,211139
At Fault,Medasin,211094
URB,JPEGMAFIA,210376
Naked - Bonus Track,Ella Mai,210338
Chanel,Frank Ocean,210285
44 More,Logic,210259
TOO BRAZY (feat. Mozzy),YG,210240
I Love,Joyner Lucas,210197
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,210095
Do You Remember,Jay Sean,209935
Kompany,Monte Booker,209868
Miracle,Paramore,209746
The Fool On The Hill,The Beatles,209713
Idle Worship,Paramore,209697
Faded in the Moment,Domo Genesis,209640
A New Day,GRiZ,209464
DDU-DU DDU-DU,BLACKPINK,209355
Laputa,DPR LIVE,209219
High School Never Ends - Main Version - Explicit,Bowling For Soup,209040
Must've Been (feat. DRAM),Chromeo,208946
Headlock (feat. Offset),Cousin Stizz,208874
Fallin,Alina Baraz,208837
Ice Age,Denzel Curry,208799
Saturday,Fall Out Boy,208724
Undo - Instrumental,RL Grime,208695
NEVER,JID,208641
"Don't Trip (feat. Ice Cube, Dr. Dre & will.i.am)",The Game,208384
Spanish Song (feat. WaveIQ),GoldLink,208372
Paparazzi,Lady Gaga,208320
All Day Long,Chance the Rapper,208238
Deep End (feat. JHart) - Eden Prince Remix,KREAM,208095
Problems - Shallou Remix,Petit Biscuit,207894
I'm Just a Kid,Simple Plan,207810
We Gon Make It (feat. Meek Mill),YBN Cordae,207689
Pressure,Little Simz,207682
Uh-Oh,(G)I-DLE,207600
Put Me on Somethin',P-Lo,207424
Ashley,Escape the Fate,207400
So Sick,Ne-Yo,207186
Something About You - ODESZA Remix,Hayden James,206897
Sea Of Voices,Porter Robinson,206717
TEQUILA MOCKINGBIRD,Smino,206587
Out of Time,A Day To Remember,206533
Breaking News (feat. RAYE) - Duke & Jones Remix,Louis The Child,206301
Research,Big Sean,206273
Slow Motion,SLANDER,206000
Grey Luh,Berhana,205989
Last Claim,Dbangz,205962
Ashamed,Omar Apollo,205833
World In My Hands,Saba,205668
Stay,OTR,205624
Violence),Dijon,205500
party favor,Billie Eilish,204770
MERLOT,Smino,204732
Black Satin,Miles Davis,204720
Zack And Codeine,Post Malone,204360
My Name Is Jonas,Weezer,204293
Prayers Up,Calvin Harris,204280
If I Leave,A Day To Remember,204186
Gutting Catfish,$uicideBoy$,204158
Does She,Yuna,204086
Sexy Can I feat. Yung Berg,Ray J,204040
Been Around,YBN Cordae,203702
idontwannabeyouanymore,Billie Eilish,203569
Thnks fr th Mmrs,Fall Out Boy,203506
Stacy's Mom,Fountains Of Wayne,203349
Cadence,Metrik,203275
달리,Hyolyn,203000
The Big Day,Chance the Rapper,202733
Looking Up,Paramore,202640
Better Off This Way,A Day To Remember,202594
One More,Yaeji,202537
Life @ 11,A Day To Remember,202520
In the Aeroplane Over the Sea,Neutral Milk Hotel,202346
Island In The Sun,Weezer,201768
No Mediocre,T.I.,201600
drink i'm sippin on,Yaeji,201446
Please Me,Cardi B,200889
Kyoto (feat. Sirah),Skrillex,200786
Facts (Charlie Heat Version),Kanye West,200733
bury a friend,Billie Eilish,200707
The Diary of Jane - Single Version,Breaking Benjamin,200546
All Star,Smash Mouth,200373
Big Bank (feat. T.I.),Big K.R.I.T.,200328
Under the Bridge,Red Hot Chili Peppers,200310
Monks,Frank Ocean,200240
Lying Is the Most Fun a Girl Can Have Without Taking Her Clothes Off,Panic! At The Disco,200226
Into You - Alex Ghenea Remix,Ariana Grande,200080
Last Resort,Papa Roach,199906
Stainless,Logic,199573
Aww Yeah (feat. Lil Yachty),A$AP Ferg,199513
Still Here,Drake,199453
Talk That Talk,Rihanna,199410
Prayer Of The Refugee,Rise Against,199386
Tadow,Masego,199293
Shut Up & Groove (feat. DEAN) [From And July],HEIZE,199281
Like Water (feat. MNDR),Flume,199221
Honey,Kehlani,199209
Joypunks,Big Wild,199131
Youngest Flexer (feat. Gucci Mane),Lil Pump,199111
Yard (feat. Haile of WSTRN) (feat. Haile),GoldLink,199105
Menu,Smino,199040
She's so High,Tal Bachman,198878
Reason (& Metro Boomin),Big Sean,198720
Can't Call It,Spillage Village,198584
Out The Blue - Radio Edit,Sub Focus,198577
Fade Away,Logic,198462
Walking On A Dream,Empire of the Sun,198440
feel something,Bea Miller,198308
Ocean Avenue,Yellowcard,198266
North Face,ODIE,198109
Goodbyes (Feat. Young Thug),Post Malone,198080
Droppin' Seeds,"Tyler, The Creator",198054
Weightless,All Time Low,198000
everything matters (when it comes to you),San Holo,197960
Money Good,Megan Thee Stallion,197954
Black Truck,Mereba,197851
Too Good,Drake,197528
Testify,Rage Against The Machine,197424
Feel Like A Fool,Kali Uchis,197377
Rich,SOB X RBE,197290
All Signs Point to Lauderdale,A Day To Remember,197200
Communicate (feat. Ravyn Lenae),Mick Jenkins,197195
Over Now,Post Malone,197134
R.I.C.O. (feat. Drake),Meek Mill,197133
Surprise Yourself - GRYFFIN x Manila Killa Remix,Jack Garratt,197011
Perfect (feat. City Girls),Cousin Stizz,196932
Breaking the Habit,Linkin Park,196906
About You,Trey Songz,196899
Good Heels (feat. Jazmine Sullivan),Anderson .Paak,196498
Coming To My Senses,Alina Baraz,196433
Gasolina,Daddy Yankee,196415
Aftergold (feat. Tove Styrke),Big Wild,196385
Feel It Out,Yaeji,196364
Forrest Gump,Rachel Bobbitt,196351
Fade,Kanye West,196306
Sell Out,Rico Nasty,196301
Old Town Road - Remix,Lil Nas X,196244
I'M DEAD,Duckwrth,196219
Rainer,RL Grime,196073
Gin And Juice (feat. Dat Nigga Daz),Snoop Dogg,196018
Rollin' Like A Stoner,Vic Mensa,195920
Deja Vu,Post Malone,195600
Song 31,Noname,195392
PIZANO,Smino,195371
Small Worlds,Mac Miller,195261
Red Nose,Sage The Gemini,195220
Martini Blue,DPR LIVE,195204
The Season | Carry Me,Anderson .Paak,195131
"Left Hand (feat. The Underachievers, Kirk Knight, Nyck Caution & CJ Fly)",Beast Coast,194940
I Can Do Better,Avril Lavigne,194908
Runway E,Death Grips,194871
Fingers Blue (feat. Travis Scott),Smokepurpp,194771
Take Me,William Black,194598
Spoil My Night (feat. Swae Lee),Post Malone,194560
Tomorrow Never Knows - Take 1 / Anthology 2 Version,The Beatles,194333
Fool For You,Snoh Aalegra,194303
Killer,Kali Uchis,194199
Surprise Me,Mahalia,194199
Surface,Mustard,194195
CHAMPAGNE ROSÉ (feat. Madonna & Cardi B),Quavo,193993
Smile in Your Sleep,Silverstein,193920
outside,Travis Scott,193702
November Rain,Kris Wu,193600
All We Know,Paramore,193573
The Game & Skrillex: El Chapo,The Game,193540
I Knew You Were Trouble.,Taylor Swift,193440
Indian Summer,Jai Wolf,193256
Stay Close,Flume,192889
Lean On,Major Lazer,192839
Look What You've Done,Drake,192633
No Love,Death Grips,192579
Stoney,Saba,192554
"Holland, 1945",Neutral Milk Hotel,192533
Frontlines,Zeds Dead,192388
BABY DADDY,Lil Yachty,192124
Snake Skin,Trippie Redd,192005
Face Down,The Red Jumpsuit Apparatus,192000
Round and Round,Ratt,191509
"Tell me (feat. Sik-K, GIRIBOY)",GroovyRoom,191395
Is Kesha Fire,Jerry Folk,191333
No Money,Galantis,191293
Giving Bad People Good Ideas,Death Grips,191070
"Enjoy Right Now, Today","Tyler, The Creator",190770
Beverly Hills,Weezer,190725
Right Back At It Again,A Day To Remember,190682
See You Sweat,Injury Reserve,190637
Girl's Not Grey,AFI,190493
Sugar Wraith,Post Malone,190462
John Redcorn,SiR,190445
Starchild,Elujay,190152
Nothing Great About Britain,slowthai,189852
Indica Badu,Logic,189824
Westside (feat. Chris Brown),Jay Rock,189623
"LamboTruck (feat. Cozz, REASON & Childish Major)",Dreamville,189131
Alone,Marshmello,189100
Kill This Love,BLACKPINK,189052
The Best Damn Thing,Avril Lavigne,188917
Have Faith In Me,A Day To Remember,188813
HOTTIE,BROCKHAMPTON,188811
Armed And Dangerous,Juice WRLD,188616
Grammys,Drake,188567
Inglorious (feat. Skepta),slowthai,188552
See The End,Above & Beyond,188532
Vibe,Mick Jenkins,188373
Off The Chain,P-Lo,188226
Forrest Gump,Frank Ocean,188034
GLOWED UP,KAYTRANADA,188014
There's a Class for This,Cute Is What We Aim For,187940
Situations,Escape the Fate,187880
Drug Dealer,slowthai,187839
Peace,Alison Wonderland,187788
Barack Obama Special,Bas,187720
Within You Without You / Tomorrow Never Knows,The Beatles,187634
I Write Sins Not Tragedies,Panic! At The Disco,187613
Brenda,Maxo Kream,187552
First Off (feat. Travis Scott),Future,187154
Rinky 2K,JPEGMAFIA,187151
Reykjavik (feat. Shallou),Nutrition,186965
Bloodshed,Denzel Curry,186959
Curb Stomp,JPEGMAFIA,186502
I'm On One,DJ Khaled,186402
Murda Blocc (feat. A$AP Ferg),Maxo Kream,186298
King of Carrot Flowers Pts. 2 & 3,Neutral Milk Hotel,186280
Bitch I'm Nasty,Rico Nasty,186274
Grateful,Mahalia,185991
she ready,Lil Yachty,185986
needy,Ariana Grande,185934
Summertime (feat. Jelly Roll),The Game,185922
I'll Keep You Safe,sagun,185875
coasting,bbno$,185806
BIGGEST ALLEY OOP,Quavo,185805
Love/Paranoia,Tame Impala,185773
motherlove,Bea Miller,185746
Devil in a New Dress,Justice Der,185674
New Sky (feat. Kadhja Bonet),SiR,185596
Fatal Fury,JPEGMAFIA,185435
Two®,Lil Uzi Vert,185276
Divine (feat. Kali Uchis),GoldLink,185189
Mona Lisa,Monte Booker,185079
Cure,Moonchild,185078
Her,Majid Jordan,184975
Ms. Gravystone (feat. Mia Gladstone),Yung Gravy,184815
All That Matters,Justin Bieber,184577
Fat Lip,Sum 41,184564
Going Bad (feat. Drake),Meek Mill,184502
Plans (feat. Vory),88rising,184460
The Motto,Drake,184344
Best One,NxWorries,184294
Ace,Noname,184228
Lil Bebe (feat. Lil Baby) - Remix,DaniLeigh,184133
Supermodel,SZA,184126
Color Me True,Sly & The Family Stone,183590
Paper Bag Mask,$uicideBoy$,183461
Say It Ain't So,Weezer,183443
24/7 (feat. Ella Mai),Meek Mill,183280
Three Bedrooms In A Good Neighborhood,Death Grips,183187
Don't Let Me Down,The Chainsmokers,183160
Maybe She,Still Woozy,182872
"Dear Maria, Count Me In",All Time Low,182826
VERIZON,Smino,182560
Subenstein (My Sub IV),Big K.R.I.T.,182422
Baby Sitter (feat. Offset),DaBaby,182254
Broke (feat. JID),Ari Lennox,182130
Alone (tofû remix),ARMNHMR,182026
Love Me Less (feat. Quinn XCII),MAX,181949
Key Lime OG,Rico Nasty,181796
The Waters (feat. BJ the Chicago Kid),Anderson .Paak,181622
Basket Case,Green Day,181533
Shotgun,Future,181500
Ex's And Oh's,Atreyu,181386
Rain - Remastered 2009,The Beatles,181320
Roses,BJ The Chicago Kid,181144
Buttered Up,Yung Gravy,180889
"I'm Made of Wax, Larry, What Are You Made Of?",A Day To Remember,180840
Kitty,Rich Brian,180789
You Can't Save Me,SiR,180701
King James,Anderson .Paak,180455
Porsches In The Rain,YBN Nahmir,180389
"Dance, Dance",Fall Out Boy,180266
Thick Niggas and Anime Tiddies,Dbangz,180244
Kids,MGMT,180160
Sanctuary,Joji,180018
Tightrope,WALK THE MOON,179872
Rodeo,Lil Nas X,179631
Heights,Shallou,179524
Special Affair,The Internet,179446
On Top,Flume,179438
Everybody Dies,Logic,179433
Can’t Break Code,P-Lo,179389
bellyache,Billie Eilish,179172
The Fool On The Hill - Remastered 2009,The Beatles,179106
I've Never Felt So Good,Mura Masa,179011
I'm Sprung,T-Pain,178647
Daemon Veil,Eprom,178600
Sometimes...,"Tyler, The Creator",178560
Mile High (feat. Travis Scott & Metro Boomin),James Blake,178420
Swagga Like Us (feat. Kanye West & Lil' Wayne),T.I.,178141
Born for This,Paramore,178124
No Worries,Rich Brian,178017
Let It Go,88rising,177983
watch,Billie Eilish,177523
Seasoning,Salma Slims,177285
Your Own LoVE,VersaEmerge,177262
Westside Bound 3,Saba,177246
It's Complicated,A Day To Remember,177240
Gashina,SUNMI,177223
LOVE IS LIKE A MOSHPIT,Duckwrth,177133
Toronto,Snoh Aalegra,177056
Pop It,Anamanaguchi,176860
Dapper,Domo Genesis,176815
The Anthem,Good Charlotte,176788
WHISTLE,BLACKPINK,176654
I.Crawl,Childish Gambino,176560
Can't Love,Trippie Redd,176291
D'Evils,SiR,176114
Plain Jane,A$AP Ferg,176104
Flight 22,Kali Uchis,176010
Bling Blaow,Nef The Pharaoh,175606
Bad Religion,Frank Ocean,175453
Bye Bye (feat. Ivy Adara) - Midnight Kids Remix,Gryffin,175447
Shake It Up,Trippie Redd,175366
"Eh, Eh (Nothing Else I Can Say)",Lady Gaga,175360
Nandos,A$AP Ferg,175200
+ +,LOOΠΔ,175176
Time Flies,Rico Nasty,174822
Find Someone Like You,Snoh Aalegra,174505
On the Corner / New York Girl / Thinkin' of One Thing and Doin' Another / Vote for Miles,Miles Davis,174400
Past Praying For - EP Version,VersaEmerge,174360
"Bands (feat. Ohgeesy, Fenix Flexin & Master Kato)",Shoreline Mafia,174335
Addiction (feat. Lil Wayne & Saweetie),Big K.R.I.T.,174302
1Train,A$AP Rocky,174072
Mad Man (feat. Playboi Carti),A$AP Ferg,173998
asmr,21 Savage,173954
Pardon My Ego,Logic,173546
Regal,Noname,173510
For The Love (Big Wild Remix),GRiZ,173465
Crew REMIX,GoldLink,173421
Isometric (Intro),Madeon,173370
Murda,Felly,173042
Little Bit of Lovin,Roy Woods,172874
Excuse Me,A$AP Rocky,172786
Thotiana,Blueface,172651
"Beautiful, Dirty, Rich",Lady Gaga,172453
Cheryl,Yung Gravy,172299
Far Alone (feat. E-40 & Jay Ant),G-Eazy,171934
Never Fight A Man With A Perm,IDLES,171694
I'll Never Fall in Love Again,Sly & The Family Stone,171660
The Rock Show,blink-182,171600
single (on the weekend),marcos g,171546
Make It Easy,Big K.R.I.T.,171491
Holiday,Calvin Harris,171213
Side To Side,Ariana Grande,171154
Beautiful Smile,Saba,171013
On My Level (feat. Too $hort),Wiz Khalifa,170877
my boy,Billie Eilish,170852
Bouncin',Coogie,170619
Nihil,Ghostemane,170491
CPR,Summer Walker,170284
Peace,Snoh Aalegra,170198
1400 / 999 Freestyle,Trippie Redd,170003
Jocelyn Flores,XXXTENTACION,169919
Boom Clap,Charli XCX,169866
Night of Fire - Extended mix,Niko,169803
Rainbow,slowthai,169706
Drowning (feat. Kodak Black),A Boogie Wit da Hoodie,169668
Laws of the Universe,Toro y Moi,169360
Bday (feat. Deacon Blues & Kari Faux),Isaiah Rashad,169078
My Own Worst Enemy,Lit,169026
I Got A Question,YG,168634
Reginald (feat. Ben Hixon),Mick Jenkins,168474
Crushed Up,Future,168090
All The Small Things,blink-182,168087
Jupiter,Zac Flewids,167824
Morph,Twenty One Pilots,167613
Dammit,blink-182,167602
Heart,OTR,167211
Cat Piss (feat. Lil Yachty),Ski Mask The Slump God,167040
Don't Be Scared,sophie meiers,167033
3:15,Bazzi,167018
Getting Better - Remix,The Beatles,167013
The Relays (feat. Travis Scott),Maxo Kream,166794
U Turn,Mick Jenkins,166549
All Of The Lights,Kanye West,166464
Stick Out,Pouya,166390
Good Life,Kanye West,166360
"S4E2 - Foreword by Tyler, the Creator",Dissect,166342
CAROUSEL,Aries,166174
The Games We Play,Pusha T,166120
Make Me Proud,Drake,166086
Flowers (feat. Father),Faye Webster,166040
Baguettes (feat. Gunna),Smokepurpp,166000
The Middle,Jimmy Eat World,165853
Don't Like.1,Kanye West,165818
Cold Hearted,Seezyn,165801
Crack Rock,Frank Ocean,165718
Canceled,Bryson Tiller,165664
Livvin,NxWorries,165626
Death Row,Pivot Gang,165617
FALL BACK,Duckwrth,165546
Dagenham Dream,Blood Orange,165395
Love Like That,Snoh Aalegra,165129
