trackName,artistName,explicit,popularity,id
Life Itself,Glass Animals,0,63,32zkKx35Et6A515oZKxDkD
Oddity,What So Not,0,34,5YkM2oXA8KZOIc0qpU4Sx6
Rehearse with Ornette,Armand Hammer,1,22,0KEbst3fhAVaJlMQwzs8Qm
Libtard Anthem,JPEGMAFIA,1,40,0dQIMDsP6qKiMVf5Mzlbk9
Come Around Ma,Felly,1,31,11cJN8GDb7eUnSieh8dvnP
Flight At First Sight/Advanced,Kid Cudi,1,46,0gnYo3z19PzAVikI7doinv
Drivin' Crazy - Extended Version,Ace,0,22,5w9WiUPqQpsL6ZAKZH7AJt
Purge,Bas,1,57,3OORhRpIhCk21HaJwMAp5t
Pretty Little Fears (feat. J. Cole),6LACK,1,76,4at3d5QWnlibMVN75ECDrp
Trippin' (feat. Khalid),Buddy,1,60,6TrzifGqGOc2DfBbiXQtTz
Sunday Candy,Donnie Trumpet & The Social Experiment,0,67,6fTdcGsjxlAD9PSkoPaLMX
Buried Alive Interlude,Drake,1,55,1ZyudLFv35SRvY5SvTZqJx
Money,Pink Floyd,0,72,0vFOzaXqZHahrZp6enQwQb
Static Shock,XXXTENTACION,1,50,3t1umkM9nhRHBr1Vjvd9Dy
On the Corner / New York Girl / Thinkin' of One Thing and Doin' Another / Vote for Miles,Miles Davis,0,28,4j27OgRq8Xs1i45nGZTXHf
W.A.B,Megan Thee Stallion,1,50,1lcy01rheR0rAQbw1TWkq9
CONFUSED!,Kid Cudi,1,49,6fqmq4QmtyGhYYx2erQtXG
"I'll Go Crazy - Live At The Apollo Theater, 1962",James Brown,0,23,3w9byMNr3Eg8jsk8C5ahPM
Grace (feat. 42 Dugg),Lil Baby,1,75,01JMnRUs2YOK6DDpdQASGY
Flu Flamming,Drakeo the Ruler,1,55,3EEkEiU3FCFtqHTjFMHCn2
Patty Cake,Kodak Black,1,65,0bXFIF7iL17TYLyx8JHziM
GOSHA,$NOT,1,72,7x9t8sWftdbBLiDYlREo3w
Tweakin',Vince Staples,1,46,6b6liLOZhXdOfFBFVN5KNK
Warpaint,88rising,1,55,3j1fOrxmfuym91Cf9v397b
DANCING,Vicky Vale,0,47,2VECIM9EpMojxBj0sCG9ii
Crack A Bottle,Eminem,1,68,4dK00wCxlqWEeN8BoM1BHT
SAYONARA,Aries,1,66,3h0xzCrYEVVFhhycY7jGBs
Rescue,Zeds Dead,0,53,4rX1D0bGnSgxcODvoseZEj
Pull Up N Wreck (& Metro Boomin),Big Sean,1,56,7DuvVy7JfFgXwWlVzyyPys
All Girls Are The Same,Juice WRLD,1,84,4VXIryQMWpIdGgYR4TrjT1
Drive In,MED,0,50,6mBbycgdWgHMPNyJLCEoW6
HANDGUN (feat. A$AP Rocky),YG,1,54,50wkDxcIfamIajKwmgp0iB
I Think I'm Ian Read,$uicideBoy$,1,49,76TkxF9E7omcPYt3QyV6Yb
Futura Free,Frank Ocean,1,60,5k8LB57xOq8UUNVaKWSqrf
Killin' It,Krewella,0,43,3rHFo3c176QQnZ3Ucdbp21
You Don't Even Know Me,SLANDER,0,56,1AcoISuZA2tq5uFOwRA7yu
Mind Reader,VersaEmerge,0,19,2b9ge09fnhEVVmkS8BjqRu
Empty Room - Cabu Remix,Big Wild,0,56,7dEYUkZMdUs7rfOKRMr5lO
Bring U Down,Lil Nas X,0,56,3fsH9s00dbn9mSgUu7Yi9D
flaming hot cheetos,Savage Ga$p,0,38,4acN1fqeWTUM6ydgNTj5gQ
Willie Nelson - insert 2,Miles Davis,0,8,2iUNtZY3l613FnrYkjWTyM
Oreo,Rico Nasty,1,37,0ySsnl4gQSzA5qgu3qNKBZ
Take You Down,ILLENIUM,0,58,6f1oG9hTx3NETgV6q4rkw5
Jiggy On The Shits,Sheck Wes,1,39,6CJXN9PytoaAHoig0Ho9If
SCENE,BROCKHAMPTON,1,44,5Kkmnf0Xi1pv6CaT3e7czy
Grandma's House - Skit,YBN Cordae,1,46,5sx9w4eT1kxi2l2EQYk7Hr
burning bridges,Bea Miller,1,50,6d1alyPmQMTn99yk2wlw47
No Problem,Girl Talk,1,32,1cECDn9tlcqWis1rwoleNe
Scholarships,Drake,1,59,0B5OTb36fzLayn6XQHg5A1
Put That On My Set,A$AP Mob,1,53,2kwxN1whHc0YR0cBHR5iOi
fake smile,Ariana Grande,1,71,3wFLWP0FcIqHK1wb1CPthQ
2009,Mac Miller,1,68,6dFn6my1sHK2bcf23GlHwM
LIQUID,BROCKHAMPTON,1,49,557JEBNqSn0RU4H5RtY286
Analog 2,Odd Future,1,51,0d8ONGx43ZprlHlmLZODpD
RATCHET SATURN GIRL,Aminé,1,62,2q4F6OpQgx9umNB9uGFPYo
Underwater Malibu,$uicideBoy$,1,46,6Ejtof7rrcWvMMMhx9rEQX
Ride the Rhythm,Sly & The Family Stone,0,14,1bKJ8duwWTc0dXeEkdBgzG
Backseat (feat. Carly Rae Jepsen),Charli XCX,0,47,4HjtHraeKy5wA4DA9o92HZ
STAR,BROCKHAMPTON,1,60,1xfFPJdRjgDAaMcDgbXwyh
Solo (Reprise),Frank Ocean,0,59,2qtoRFCOEL1gRn5q9DJC7F
Summer Knights,Joey Bada$$,1,45,2NDXdxZjbm5EbbEEDSKXQV
Cheapest Flight,PREP,0,59,7yj6i3TaFhBvxbLGejrvfw
Big Enough,Kirin J Callinan,0,44,2eeXPTMbHyLsgD2V0H8xwn
tell no lies,sagun,0,36,4HCshEJTMdVcUvgNBulAt4
Destructo Disc,Jasiah,1,47,4evnuNKgYSrq1UFc9uK8Wp
Pt. 2,Kanye West,1,65,1Wsbr1d2BouNGk2q92mIj7
Bring Out Your Dead,$uicideBoy$,1,56,7v2azTfke2BR57lh2HxPQo
Living In The World Today,GZA,0,49,4EcwMZC5srOdOVUTIkQWkW
Kid Cudi (Remix),Xavier Wulf,0,62,5XdMhCdREbGcpG5TmRVrUd
dothatshit!,Playboi Carti,1,64,1KzNsOkpQthVwpCJrADJEQ
Tomboy,Princess Nokia,1,55,6M1sRwraMMNUVCLUvo4e1B
Today,Blood Orange,0,37,2lNCpGj3jwptstKQLGOkt9
Pink + White,Frank Ocean,0,76,3xKsf9qdS1CyvXSMEid6g8
Lullaby,UMI,0,55,1K1b1rPjbbam1NXUPg4VrK
Vulture Baby,Blood Orange,0,41,0wlXb1TAj96igP2GJdqa3b
Nobody Like You - Sun Soaked Mix,Kaskade,0,53,61b7m8jNskWINV4yZCaflc
Nice Boys,TEMPOREX,0,66,5H2WmzaijYOGTHeHdM3w9P
Options,Hippie Sabotage,1,63,3kKbRNJmzSWdDgfKqJ9Eck
"Hannah, I'm Numb",Zac Flewids,1,19,6DzSiop7X8pSXYee5cqpmZ
Pop That,French Montana,1,60,3Jv1XgMPVjdN5xGfnRJ20s
Delicate,Taylor Swift,0,74,6NFyWDv5CjfwuzoCkw47Xf
Lamplight,Bombay Bicycle Club,0,41,187ham8Imo8IUhkw0xygus
Old Town Road - Remix,Lil Nas X,0,87,2YpeDb67231RjR0MgVLzsG
GAMES ON YOUR PHONE,24kGoldn,1,68,2EsyJN3AvC3zBlkQpb119M
Georgia,Kevin Abstract,1,61,3XukKy28kqKFl52GiCUSFo
Almost (Sweet Music),Hozier,0,73,5Apvsk0suoivI1H8CmBglv
Pretty Thoughts - FKJ Remix,Alina Baraz,0,44,69zaTg1BjjH3JjDNWinPmA
Impatient Freestyle,Drakeo the Ruler,1,55,2WqtCYZXu5cdUHgB9TAU9o
Anime World,SahBabii,1,55,77MhMKDCBu2XNs1Dzu2AK6
On My Mind (Jorja Smith X Preditah),Jorja Smith,0,69,1OxL1FWSEd7QmJoWLRP2NO
Genghis Khan - Louis the Child Remix,Miike Snow,0,48,5UZNhm49B9ZrunnSf96Nkc
Toast 2 That (feat. Freddie Gibbs),Cousin Stizz,1,36,1rGt3Rvcys0dWrtMxwUjfs
Ay Caramba,Stay Flee Get Lizzy,1,64,0mfEHC4z5a7533o7VNOH2c
Come Over,The Internet,1,59,2hPNuVVSV1tqiD2uPlfehz
I Am,Jorja Smith,1,62,0DJBgBiYeSn6n1AXAkFVE8
I Fall Apart,Post Malone,1,83,75ZvA4QfFiZvzhj2xkaWAh
"Long, Long, Long - 2018 Mix",The Beatles,0,38,4eQVJHK0O5LctXPzsRj9LI
Lift You Up - BLVK JVCK ReVibe,Zeds Dead,0,18,4DdPABIEtxeUUgcLx93IQp
Fall Through,Mick Jenkins,1,31,1TyYTZ91iNtPpHTcLdNDmE
Photo Ops (Skit),Chance the Rapper,1,46,10depzcgVJIbEJepVhblzF
Reinvention,Felly,1,28,5kIsiUrrmwVcRcETBTIeCq
Dangerous,Ella Mai,0,48,0gJ9wUs6cfnyZXN8U58vAx
Kutless,NxWorries,1,41,42w2krVjv84O8clFzoIR91
Girl With the Gold Wrist,Injury Reserve,1,33,0WmQv2LUlJTBTjkOCoETaf
Love You Better (feat. Chris Brown),King Combs,1,48,4HaTbFvIyeinaV6koLK3L4
Summer Is Ending,Jet Age of Tomorrow,0,32,54NrCsaKDcBVBMEjzT8y04
SIRENS | Z1RENZ [FEAT. J.I.D | J.1.D],Denzel Curry,1,56,6b4A1mLzePAHGn3XCicLAe
"Black Tux, White Collar",A$AP Rocky,1,52,0ssVSd3juASNuehS9LWMFW
No,Alison Wonderland,0,45,4HrI0DIPyvRF1cxUUAGQJc
Grown Up,Danny Brown,1,59,1uDrIgjVtFsrrWWctCxoBL
The Origin of My Depression,Uboa,0,22,5B1v8p5ct3GOiVTw32bDWf
Do It All Night,Prince,1,31,0UTqMwlkHazhoNuwEBz6aJ
I Been,Ari Lennox,1,55,4elUB6bs5rrPbqlajs1oYp
07 Lynch (feat. Daboii),ALLBLACK,1,41,4QuPlO9UwQ446WmrOCDh1a
Baby Boy,Kevin Abstract,1,63,5K7dEG6yDQ981HO7kFMVqm
A Tale of 2 Citiez - Live,J. Cole,1,39,5EPp5oygWvFf08qCFBAZcV
Miss Murder,AFI,0,69,0Ti2dlF2xLjXblvdU5fCxM
FDD,Jasiah,1,49,6Z3qMV9E3UPSSmt1s5DKnG
In The Dark,YG,1,64,6l26j7uCiDstBiYTuiaInV
gone girl,iann dior,1,74,3iH29NcCxYgI5shlkZrUoB
SHINE,Aminé,1,67,1OWGLpptXlHLw1yibeHiHa
Everyday People - Single Version,Sly & The Family Stone,0,61,4ZVZBc5xvMyV3WzWktn8i7
Shenanigans (feat. Yung Bans),Jasiah,1,67,6Js9pKLTyVw7xZQ1MIjkVo
Photograph,offonoff,0,54,0PkpRtJqrwuXhbdtJuQm7E
Winter Blossom (Prod. by 0channel),punchnello,0,44,5BVjsCcDlYgJG2bB2jsOeI
Go To Town,Doja Cat,1,70,6iOvnACn4ChlAw4lWUU4dd
Fuck Ice 2,WETBACKMANNY,1,28,4e7V4BIhKbjUzN2VdRbJD0
Sweet Lawd - Skit,YBN Cordae,1,48,4b6o3WLrOwoY0oWrzBWsPG
Big Tipper (feat. Lil Keed),Young Thug,1,56,2lcJWXNJUjjL3ycoZrpU2g
Who I Am (Channel Tres Remix),Toro y Moi,0,38,0p81XQP5fAeyxzzVMQKYp5
Say It (feat. Tove Lo) [SG Lewis Remix],Flume,1,41,3jMRpKNBPH5vX2e2DIHF3c
Wake Up,Wiz Khalifa,1,52,3fLkVBQOk72E64f4pQR1PL
Arizona (feat. AUGUST 08),Rich Brian,1,50,3q0UN40vV6mI7TT560Ry5l
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,1,71,3hsmbFKT5Cujb5GQjqEU39
Lost At Sea,Zedd,0,49,3Gwq0zKnMWluOEPKh93BeC
Dennis,Roy Blair,0,61,6Dvxpqv61hyRZJs4qDfiP3
i love you,Billie Eilish,0,84,6CcJMwBtXByIz4zQLzFkKc
borderline (feat. Missy Elliott),Ariana Grande,1,59,4b7mLZQWsy0rLnrMtPA9fQ
Lies (feat. Ty Dolla $ign & YG),ScHoolboy Q,1,58,7gPHxxAq4YjK7GoLT3Vch3
Sunken Place,Leon Thomas,1,36,6QcSxvbao47AlbYOPv9nqv
BRACKETS,J. Cole,1,62,5sWbwccBcyHsg5LEKWGZo9
Wildin',Berhana,1,57,4LGg2NY9eHp0jF3L1WbCNl
Terminal Sex,Pouya,1,60,6s1uObcOTyiLlm22qRf12y
Night Time,Lil HBK,1,22,36f6m25tMsjAUlvAGsBssQ
Good as Hell (feat. Ariana Grande) - Remix,Lizzo,0,85,07Oz5StQ7GRoygNLaXs2pd
"Dance, Baby!",boy pablo,0,68,5EV4bGHxVN0kHpcAFvgnTt
Song 2 - 2012 Remaster,Blur,0,74,1FTSo4v6BOZH9QxKc3MbVM
No One Knows,Queens of the Stone Age,0,64,6NvRxjfYkkT2SpirAlmsjH
Sunflower Seeds,Bryce Vine,1,63,4MJfCOcc2PpWOrUqOpvy1S
Perspective,Barnes Blvd.,0,61,1yrZp8B0mLT18RuZccaDBJ
Lifestyle,SOB X RBE,1,43,2g0TDC5vIiXo9lx3AUo2dB
Turn off the Lights,Chris Lake,0,70,7dsImih2L25fa6qjNphBI7
Killing Spree,Logic,1,54,6OQea06z3cbOqYgG2O6eOZ
Pressure - Valentino Khan Remix,RL Grime,0,46,2SLEZrKKVNpOXQJN8UKSxC
I Don't Fuck With You,Big Sean,1,74,7FYH5AW3bVfZHJIQpq3UOA
Hazel,Roy Blair,1,58,6olfAuiqOGpkQLo4i5A7nd
"Can't Relate (feat. YBN Nahmir, YG)",DaniLeigh,1,58,74YaGodeQdJoR5L8l59CYF
changes,XXXTENTACION,0,83,7AFASza1mXqntmGtbxXprO
"Snow In The Stadium (feat. Erick The Architect, Meechy Darko, Kirk Knight, CJ Fly & Issa Gold)",Beast Coast,1,47,303vxJwRRaPGBriyN5EuDw
Wassup Bro!,Craig Xen,1,54,4zIMuGSdbGTahvHB7CloVR
Be Yourself,Trippie Redd,1,55,30P6RIDu6Pf48NyqQrlPRC
Ultimate,Denzel Curry,1,66,6R0GRYk2vs2XuBVemYK5YZ
Mr. Clean,Yung Gravy,1,73,5GxnROd93Y7NGt2ci0TwBw
Playing Around Before the Party Starts,Childish Gambino,1,48,1jWoeUIvNJniadGbeTj03X
"When I Go Out, I Want To Go Out On A Chariot Of Fire",Escape the Fate,0,44,7HBYKU22eiPXpOMh1op7Bf
TEMPTATION,Joey Bada$$,1,66,7L9g4cPfohScjJ8mGwLQWr
Low Key,$uicideBoy$,1,61,3JnbauRAM5tvB042wbuorJ
Strange Clouds (feat. Lil Wayne),B.o.B,1,59,0yQw3d0iQDjMrxaVHFv77J
Where Do We Go from Here?,Mac Ayres,0,37,4hJ0ragVrbVIghuuM6axt3
Finale (feat. Nicholas Petricca),Madeon,0,51,4ATmY1hv93ehw77LrIdbEh
Wow Freestyle (feat. Kendrick Lamar),Jay Rock,1,68,0gV5B7zmJkS1aaH9APokrH
Macaulay Culkin,JPEGMAFIA,1,41,7JKYgo3fpAMRSk96fUj1Uj
I Couldn't Be More In Love,The 1975,0,61,2HwwGKPcI0rqnsFCqATXuj
Emergency,Jay Sean,0,58,1mLUvpjtP8RAZIt9KoZwvv
Cha Ching,Slayyyter,1,40,7D3gpet5zbGRanbvQBcASx
Dopamine,Bas,1,49,27mAxmIMCalJIinL20BgKV
FREE THE HOMIES INTERLUDE,YG,1,34,07Vha7VGeFalBfeJSaRIjs
SALLIE MAE,Duckwrth,1,33,5RiBy4V6FxSLZyszSzjujM
Help Yo Self,Xavier Wulf,1,38,2knndNgMLqT2QsutR1y9Jz
6 Man,Drake,1,59,4kdfjhj9xNkYU0R8xlDy8k
Horizon,Seven Lions,0,53,3F1TIgyzrfdU4dF8c4C75U
Let You Down,NF,0,81,52okn5MNA47tk87PeZJLEL
Say It - Clean Bandit Remix,Flume,1,36,5GzTHvSE2d57RVCZUPHmLU
Shake That,Megan Thee Stallion,1,57,0nWDgFps67oDM01swzHCcC
RACECAR,Aries,1,64,7JdarpX08FLhmfNZpxqgUO
MEGAN,$NOT,1,61,3MhvJyLuX6GyOouXYZlXtA
Port,OTR,0,35,4zgwB6oMvWx6b04ymZTo2F
Ladies,slowthai,0,51,1t7pFSLKpsZOQKOvtr5GWF
Pop Thieves (Make It Feel Good),Childish Gambino,1,54,77hL9s5AHzOhgXFxbLCdv1
FLIP MO,BROCKHAMPTON,1,38,0x8HtI3EVt71sczlt9m88k
Boogie Nights,Heatwave,0,55,20zOIoex7YchUh87d8tlvg
Walking Home,Mac Ayres,1,44,6pipKDKECkNWRUHa2S4Wvt
S.L.U.T.,Bea Miller,0,70,6h3lMAmmpQDFqoHk9F99IR
VALENTINO,24kGoldn,1,79,0c7K73roy6RW4ebDkf4yGh
IGOR'S THEME,"Tyler, The Creator",0,67,51RN0kzWd7xeR4th5HsEtW
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,1,75,5bcTCxgc7xVfSaMV3RuVke
French Inhale,[bsd.u],0,62,4JLI9AgtAXutJvjlXgZBoR
Good Goodbye (feat. Pusha T and Stormzy),Linkin Park,0,64,650OeHTLxZAQmb4aEbGmaA
stupid horse,100 gecs,1,56,23Dapn8107GgxvXDIsPwWm
WAR TIME ALL THE TIME,$uicideBoy$,1,54,0muyqlnerINIqPQ3rTMAaI
Nephew (feat. Lil Pump),Smokepurpp,1,64,0ibOcbkp2XG46Do8jcy0bL
Hard (feat. Tay-K and BlocBoy JB),No Jumper,1,66,32OkBQinMWqa7ZydEkHqVi
It's Hard To Win When You Always Lose,$uicideBoy$,1,48,587E2XaJzfaZ0X28EqWVTW
bblu (feat. Cuban Doll),P-Lo,1,30,1FMGcvC1lC3bZTmom9tdYu
I Wish You Would,Taylor Swift,0,50,1B5VzXPqMlvRw0U4HJY3dJ
Hit the Floor,Linkin Park,0,51,5VYbLzAplnqPaGNpcf8qhZ
"10,000 Degrees",$uicideBoy$,1,60,4nutwPQrK56fFmrAMgyPhz
Dangerous World (feat. Travis Scott & YG),Mustard,1,61,4pM4yFNLj3pTiNXOZsWYxf
Blue Velour,Felly,1,34,22Ha4lESvWPzT2Bq3meu5u
The City,Anderson .Paak,1,39,35nTgQscqJHPc96HoRxfgt
CAN'T GET OVER YOU (feat. Clams Casino),Joji,0,75,39oeKRgsLeynDIbWuXyA47
Trinity Bellwoods,Daniel Caesar,0,2,1ygy4c8jopCM9lvgrwqpnd
Obrigado,Freddie Gibbs,0,14,7r9HZwjUZezpQpW4ToiEFL
Plastic 100°C,Sampha,0,56,0P5bg4JX1fUplClPC0nkUS
Dancing In The Public Eye,Frankie Cosmos,0,29,4X6W8HEwuiVjctcbueCUTH
Painkiller Paradise,Lou The Human,1,25,7nPYDqurKtIWSiwFv99rf1
Stolen Moments,Cautious Clay,0,55,3z2yfA8yko5CE5QObwvSgG
Holding the Gun,Sabrina Claudio,0,56,4Hs7FS8jNNReipDe6SDpwz
Flat Tummy Tea,Freddie Gibbs,1,48,64dJmklBrioZ825A838QtG
FAKE,BROCKHAMPTON,1,55,4m2lVqfPeSTD3azgBJHowK
For the F^_^k Of It,Snakehips,1,55,7mOVlQvpqrji4h2CsNWFYk
Guap (LaLaLa),Rico Nasty,1,57,1ZWEehHLyzfkYn0jVslHCy
Games,Alex Wiley,1,51,5mBLsGeDozivo9EmIBid2H
buy me diamonds,Bea Miller,1,48,7uki6xMVoqcnF5BnMakRuk
Soulmate,Mac Miller,0,57,2puHJmjL4jvO19aEA7kzcb
Crazy Again,Charlie Heat,1,25,6P7uZETcSoqT4EfCIk5k8L
Don't Like.1 - Live from Spotify SXSW 2014,Pusha T,1,17,0KJrs40R5MHgVFJa9Rb0tD
See I Miss Pt. 2 (feat. Marsha Ambrosius),GoldLink,1,36,3eikvwHmI735w9ATMEyB9u
HENCH MAFIA,Comethazine,1,58,59szNf58dJ8WqOKOgf3Fpz
Siiiiiiiiilver Surffffeeeeer Intermission,Kanye West,1,53,1ZnA4VYOlYIShuGt60LmCs
Icarus,Madeon,0,45,1pUsdir2xhSxP0RyBe9lLH
Natural,Sabrina Claudio,0,45,67E5j5ZUGbN15Y7VvYNZtt
Whitney (feat. Chief Keef),Lil Pump,1,48,2GS2KrTRKQKeK4zYW4k9V2
bloodline,Ariana Grande,1,72,2hloaUoRonYssMuqLCBLTX
Numb,Linkin Park,0,80,2nLtzopw4rPReszdYBJU6h
Bad News,Kanye West,0,53,1nNPoG2hygEvrFGlHdhvJ9
Robbery,Juice WRLD,1,86,6Hj9jySrnFppAI0sEMCZpJ
Easy,Ella Mai,0,49,78G8Zeg1T9ASAyCiRGG75N
Voyance,M83,0,14,32vBBu4Li4Ec3BPMcalmmP
Kick Out The Epic Motherf**ker - Vocal Version,Dada Life,1,41,5B4RzgnBLi7BU1CLQ4j0Nw
Muddy Blunts,$uicideBoy$,1,60,0MsOQYWpwActqMERHaQ3Yg
I Did Something Bad,Taylor Swift,0,67,4svZDCRz4cJoneBpjpx8DJ
Better Without You,Innanet James,1,46,0PzTzlXfiOq0sK8PCYiwsb
Billy Not Really,Death Grips,1,41,6dxm3Z8U4lOJTWo6cGVDCR
Monday,Home Brew,1,32,2UjNOyvDTl1OA86vZKaJOQ
Please Tell Me,Future,1,53,4ANFPo7dzs2DdPuONXC9bp
OTW,Khalid,1,77,6Hgh47WXVKtXN5zGOu0hjI
I Got Soul,LeRoyce,1,46,7qpxOyuSMsEE7fLduKPOu2
I,Lil Skies,1,79,4ZT9FnbFu1PaBfV3itxiqT
Location Remote,Curren$y,1,44,6Winqb2Zb4ijvkdiwd0bmb
Chicago Boy,Ari Lennox,1,56,0Gx7phIMvHVT7pXk03h0rH
I Told You/ Another One,Tory Lanez,1,44,22DTcztiOHGZ3X6RmlFLdC
Don't Save Me,Marshmello,1,50,729WIUjxIG67whWORcTYpt
These Days,Wallows,1,69,4gZDCOFuLCxCRWNhSEcOtJ
Doomsday,KILLY,1,56,57B8NfcWjnbNy3fn5UBiOs
Legend,Drake,1,68,1ID1QFSNNxi0hiZCNcwjUC
Ezra,Flume,0,48,0fnwkQrgavFSaGZaCmjqsY
Nuketown (feat. Juice WRLD),Ski Mask The Slump God,1,75,74lnM5V6ecvoTPV0fvptx9
Bird's Nest,Warhol.SS,1,38,58JBc8TrX72POr2WD6R26K
Jukebox Joints,A$AP Rocky,1,59,2gAGWaK4wvt2xrFUlR4mK8
Love is...,Common,1,40,1NrUc0f7QZBYqgjj6ExNMG
Unfold,Alina Baraz,0,55,2iXWHGaJZPUUKzuvVDumra
Gorgeous,slowthai,0,54,7enC3VGSZI3KB8txyUVgru
On It!,King Combs,1,46,1pJ3k1exKayEkWIfS26Xhe
Senorita,(G)I-DLE,0,65,0q6boCcLaWYPIy2vOsksFg
Trouble On Central,Buddy,1,57,3tsFWhe45D6CGFSMA77T3B
$ave Dat Money (feat. Fetty Wap & Rich Homie Quan),Lil Dicky,1,68,6AoYWCzsDls6c61Zp5qTuU
Wild Honey Pie - Remastered 2009,The Beatles,0,49,6j67aNAPeQ31uw4qw4rpLa
The Policeman Is Dead,Current 93,0,23,6IZ8VN1e1rauTjwCZH3XCS
"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,1,65,42k9e2hgl98IdgkXLg4pxs
Facetime,Ari Lennox,1,50,2q4cLqUTbjtvlXIcaa85TA
Black Skinhead,Kanye West,1,73,722tgOgdIbNe3BEyLnejw4
Chandelier (feat. Lil Pump),Smokepurpp,1,39,0l7ayh1yARcCFKA6rkBC8Q
So High,Ski Mask The Slump God,1,59,3nTDO6k4R6i3FpKx0QNgJ5
Won't Believe (feat. ScHoolboy Q),Higher Brothers,1,39,7l0WDHafkQS5hZQTFcoQlG
Offence,Little Simz,1,53,4cakdyTV2GRb9ktqBNMChH
I'm Drunk And Confused,sagun,0,61,6ZGqVXaJmhbYAK2DF8mWRR
Goca Dünya,Altin Gün,0,52,5QO3UJc1gF1ummP75n2b3R
Shit Real (feat. Tee Grizzley),Jay Rock,1,52,73FGHY5jZ1b6Ia1o15UPqC
Johnny Bratton - take 4,Miles Davis,0,8,2r2PuIJ2fRcxE44SDO7x5G
The Explanation,XXXTENTACION,1,57,0VJYhKhrHgJ7fgjGaC2k07
America,Mac Miller,1,48,50wicJjTmQSkZ6XluATpCi
"West Coast (feat. Blueface, ALLBLACK & YG)",G-Eazy,1,65,4EnEGf9JzAJhF1XNY9DJcD
Splendor,M83,0,37,0NOQxyVgo8javoH9H4wvU7
Stay Fly - Explicit Album Version,Three 6 Mafia,1,59,5MYFw4T2gy52pOGBN4EYHS
Low Life,Future,1,75,7EiZI6JVHllARrX9PUvAdX
Limitless,Logic,1,58,20EmzsRBgZSEVbZWp0fqtx
Me and Your Mama,Childish Gambino,0,64,31tf1qEai5o5f4r66Kd0pU
Silicon Valley,Anderson .Paak,1,50,6zyXhzPJg7dCGuC5ToIxqN
Kanye West (feat. Wyclef Jean),Young Thug,1,51,5StUs128KSibE16fxntBSL
REEL IT IN,Aminé,1,77,5qHirGR7M9tdm6C17DlzSY
LONER,JUMEX,1,59,5QWWgFmPwWU2m4KAtgyukU
"My Neck, My Back (Lick It)",Khia,1,60,5r29mFrurlVBbqJzjr2XW6
Loyalty,Clever,0,50,48NHfx5y4prlzT47EFHbQl
60 Seconds,Hoodie Allen,1,43,0vz0PYvEwwhzEtaXb4kN3j
Navajo,Masego,0,67,6zWU7YALeEDMcPGhKKZJhV
Stranger Things,Joyner Lucas,1,69,34I0nBvoE0ZXmqbKiJ5BWS
Wake Up Call,Manila Killa,0,48,2oYl4K78JBe31zO7x0bAbl
PMW (All I Really Need) (feat. ScHoolboy Q),A$AP Rocky,1,60,5oeKoJMi9g6GXEbtz1ta0f
Eclipse,$uicideBoy$,1,56,2EcaKs9n4CAdPCvXBuhd8l
Era,RL Grime,0,44,6zSRBQTjhldgNO205Erg6K
Dark Things,Vic Mensa,1,55,7rY1py6YVjgxYPYTi5z460
Hyperreal,Flume,0,53,5NsruZ9uIydV0A196WZjkV
Intro,NxWorries,1,37,1rUyfY9niQjVODEqq2KkY1
infinity (888) - feat. Joey Bada$$,XXXTENTACION,1,69,7J2gyNghNTzl4EsLhXp01Q
Get Up (I Feel Like Being A) Sex Machine - Pt. 1 & 2,James Brown,0,52,7tMCIOFe99cWEYr21wfsDp
I Wanna Know - Instrumental,RL Grime,0,21,0OtaWWUurmmWuvedDoUnVf
Ecstasy (feat. Jeremih),Dreezy,1,61,5o54O3MOnMvcPTmkguYkwg
Here Now (Intro),Snoh Aalegra,0,51,0HChF6Z7HkPDBWQHLISGxN
Famous,Charli XCX,0,33,69QmNaMqnhuvD5rhY0YQ5R
Space Jam,Louis The Child,0,43,5m4S2uuah7JxJVwwFUCp9r
Love Thru the Computer (feat. Justin Bieber),Gucci Mane,1,54,3dxioHwH6wvCkQwt0rgvQt
Push Play,Zedd,0,38,1h7LBCgfnSUEe7qXRbwMIp
GET MONEY BROS.,Lil Yachty,1,46,6asKJPlXOTx6BLyGnEAagB
Sundress,A$AP Rocky,1,74,2aPTvyE09vUCRwVvj0I8WK
Rapper,Jaden,1,46,1XKdnMOLvwsn4lHqj03JCf
Shoulda - Instrumental,RL Grime,0,18,4x2jKp3e7Hp9GCiCf0flLk
Revenge,XXXTENTACION,1,74,5TXDeTFVRVY7Cvt0Dw4vWW
Sanguine Paradise,Lil Uzi Vert,1,81,3XiNC94b4Tq1xwv70sQJGN
Black Balloons Reprise,Flying Lotus,0,55,2csZLnXBMuw6ETZuRxdUZF
Watch Me,Jaden,1,59,3lz2JgAt4cyr04qDlBgTOv
Sometimes,Katori Walker,1,45,4Oazo0wCebF3Unr9uYiCIo
High End Country (Interlude),Big K.R.I.T.,1,32,7DDF2bWZraiAHBRlzn5Z06
Hustla’s Story (feat. Kendrick Lamar),Cozz,1,50,4J56uEZtgVjuTi27Rvclag
